model,season,pr_demise,pr_duration,pr_integrated_amount,pr_onset,pr_peak_amount,pr_peak_timing,pr_seas_ratio,dmi_amount,dmi_timing,hus1000_amount,hus1000_timing,hus850_amount,hus850_timing,mse1000_amount,mse1000_timing,mse850_amount,mse850_timing,tos_amount,tos_timing,ua250_amount,ua250_timing,ua250e_amount,ua250e_timing,wap250_amount,wap250_timing,wap500_amount,wap500_timing,dmi_amount_corr,dmi_timing_corr,hus1000_amount_corr,hus1000_timing_corr,hus850_amount_corr,hus850_timing_corr,mse1000_amount_corr,mse1000_timing_corr,mse850_amount_corr,mse850_timing_corr,tos_amount_corr,tos_timing_corr,ua250_amount_corr,ua250_timing_corr,ua250e_amount_corr,ua250e_timing_corr,wap250_amount_corr,wap250_timing_corr,wap500_amount_corr,wap500_timing_corr
FGOALS-g3,short,353.8,93.33333333333333,357.59038641364896,260.46666666666664,0.000100443281068389,301.6,0.6936868100999424,,,0.016801485791802406,289.0,0.010949249379336834,289.0,,,,,,,-0.6756729483604431,296.0,-3.1180481910705566,289.0,-0.009799542836844921,287.0,-0.01395077258348465,288.0,,,0.5867527498893764,0.23938774880626001,0.7319208204078915,0.14137890398702824,,,,,,,-0.2660589672197119,0.1358061002503581,-0.16919090308305976,-0.09487316995677138,-0.7914786009912417,0.4153535394252134,-0.8186034249870355,0.418426038600321
GFDL-CM4,long,156.30985915492957,64.17605633802818,225.70887576391007,92.13380281690141,9.388844845373787e-05,125.71126760563381,0.35614176641562756,,,0.017178628593683243,132.0,0.011969523504376411,140.0,341416.8125,130.0,335094.59375,132.0,29.036306381225586,125.0,3.25864839553833,116.0,0.7452235817909241,124.0,0.0011399624636396766,124.0,-0.010050076059997082,124.0,,,0.5736479010708925,0.287297754169594,0.5970785830576583,0.22596699599494413,0.49069289568148733,0.4095136702321685,0.5188696305574323,0.26410451579199934,0.2627480735575474,0.019827660478268793,0.23917470899491605,-0.27068932766595627,0.12841717690952956,-0.25294918723211585,-0.34417810834511176,0.44501728613999747,-0.44712159835852777,0.3862701938305586
GFDL-CM4,short,338.2042253521127,67.92957746478874,251.96437436909778,270.27464788732397,0.00010176557473859645,305.2323943661972,0.35614176641562756,,,0.016074195504188538,315.0,0.011189739219844341,296.0,337963.09375,314.0,332639.71875,295.0,27.966678619384766,325.0,3.3574016094207764,289.0,2.577948570251465,287.0,0.005369236692786217,319.0,-0.006671599578112364,300.0,,,0.7532701862861357,0.4487264592598526,0.6736490781930724,0.47637097616190655,0.6221162589202982,0.5083148900872455,0.5334893319681564,0.25872312515265394,0.3719928756594394,-0.026798201671152877,-0.16214302656906032,0.05494065976329388,-0.2084018119806992,0.2639128903526773,-0.7792937370468864,0.16218795600959124,-0.7995471600114391,0.5920265749891895
GFDL-ESM4,long,157.8048780487805,57.47154471544715,215.95256935682897,100.33333333333333,9.298464778762944e-05,124.3739837398374,0.45226349022995943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFDL-ESM4,short,341.6198347107438,76.40495867768595,367.7230152304557,265.21487603305786,0.00012512953524056376,303.08264462809916,0.45226349022995943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IITM-ESM,long,158.24137931034483,64.82758620689656,151.47942404196647,93.41379310344827,4.701691893293675e-05,121.79310344827586,0.5639319979215024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IITM-ESM,short,364.0689655172414,84.93103448275862,171.13404928056812,279.13793103448273,4.5488088807328965e-05,262.17241379310343,0.5639319979215024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INM-CM4-8,long,150.76923076923077,66.71794871794872,297.333420029519,84.05128205128206,7.463746470211145e-05,114.8974358974359,0.539551625024157,,,0.015440601855516434,120.0,0.012803982943296432,117.0,334210.8125,117.0,335794.53125,108.0,,,-1.9532196521759033,119.0,-3.7071306705474854,139.0,-2.890483983719605e-06,207.0,-0.014486991800367832,117.0,,,0.5821609832560183,0.747794854841379,0.37734350228672525,0.3587046619410765,0.4721751678827597,0.4184826744914805,0.2967143598152747,0.15017973715702515,,,0.1735633038796814,0.37227293417063073,0.3004285101108131,0.2930011271310868,-0.5692599653327632,0.08047755119173292,-0.703407940618297,0.7561007783308459
INM-CM4-8,short,336.2631578947368,85.5,519.3151613396415,250.76315789473685,0.00011004372687526292,295.7368421052632,0.539551625024157,,,0.015460018999874592,300.0,0.012424703687429428,292.0,333541.875,298.0,334391.9375,283.0,,,-3.438641309738159,321.0,-5.506479740142822,317.0,-0.012289360165596008,296.0,-0.03213023766875267,297.0,,,0.7157384053176334,0.32423975557545737,0.5966617407505886,0.29787432427574495,0.6675768152731352,0.04339024493690052,0.3840186151791019,0.3537489875722326,,,0.34520093789373274,0.3187649887855807,0.2851517238890567,0.4124095460544637,-0.6431570437728369,0.4060461381128282,-0.6876097892199261,0.8193595804905711
INM-CM5-0,long,154.33333333333334,70.75,291.10359159021755,83.58333333333333,7.736317264870094e-05,112.5,0.4292919907946511,,,0.01480166707187891,121.0,0.012348834425210953,112.0,332796.3125,121.0,334422.84375,109.0,,,1.018982172012329,119.0,-2.2465412616729736,129.0,0.002750442363321781,121.0,-0.009894867427647114,119.0,,,0.7585760613480539,0.7117553719056786,0.6376593805932724,0.5169705290828863,0.7453162209844242,0.4849202690256234,0.5986427418624778,0.6142814247591389,,,0.07545030901294031,-0.10842576304262155,0.13556117857064376,0.02725496479224666,-0.6977397354807505,0.6404277552710153,-0.7259982025575757,0.40678268378939586
INM-CM5-0,short,339.72222222222223,77.30555555555556,333.3529537583672,262.4166666666667,7.898765872798524e-05,299.44444444444446,0.4292919907946511,,,0.014455984346568584,302.0,0.011674609035253525,297.0,331117.90625,301.0,332559.28125,289.0,,,-1.0448917150497437,326.0,-4.451352596282959,317.0,0.0064601111225783825,299.0,-0.004185499157756567,300.0,,,0.5134974620359334,-0.1962267767980614,0.41941950330605127,0.5171310288869679,0.5503625006686362,-0.21846905806029204,0.34280815603365605,0.3297979011493126,,,-0.042983520520737686,-0.12375291853607337,-0.03788705478930958,0.17697228533069653,-0.6230391499393717,0.1807707650042204,-0.7761063187956919,0.04909776854971941
IPSL-CM5A2-INCA,long,159.0,63.111111111111114,108.1265938346405,95.88888888888889,3.7327794618451866e-05,125.72222222222223,0.5254764221944194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPSL-CM5A2-INCA,short,350.0,70.33333333333333,174.15202910979133,279.6666666666667,4.962655404799282e-05,318.22222222222223,0.5254764221944194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPSL-CM6A-LR,long,165.5952380952381,60.11904761904762,266.9797988856901,105.47619047619048,7.752376759959762e-05,142.8095238095238,0.5458204736743077,0.006561698392033577,136.0,0.016669444739818573,146.0,0.011459198780357838,150.0,339349.8125,142.0,332693.21875,138.0,29.249692916870117,129.0,0.2046283632516861,123.0,-3.673646926879883,123.0,0.0005360053037293255,146.0,-0.007555984891951084,144.0,0.2678064922779539,-0.035568403597746684,0.440652427222279,0.40902993396754506,0.4453880619430133,0.4097610023712909,0.39973908710273554,0.42549856638496075,0.39636678529506925,0.5628243384512472,0.2931163216125917,0.1600848312713101,0.0702977161809785,0.24462859216282798,0.1065204455805002,0.11919924294902748,-0.6584128375931516,0.6637674023106274,-0.4779619816147824,0.5020634111244993
IPSL-CM6A-LR,short,348.9024390243902,87.04878048780488,487.4858992819876,261.8536585365854,0.000117488263285628,302.8292682926829,0.5458204736743077,0.1854817420244217,288.0,0.01649889163672924,327.0,0.011691393330693245,297.0,338294.4375,327.0,332532.4375,297.0,28.156631469726562,326.0,-1.8376998901367188,317.0,-4.737138271331787,332.0,-0.01076301746070385,327.0,-0.026972206309437752,305.0,0.6385560661040626,-0.14116601996932174,0.651786244870882,0.32430824804355907,0.6364455891144237,0.3531828758189573,0.6107604214677042,0.11069016805547173,0.5999694472487469,0.32967518256635253,0.5146987559013164,0.3222759740002443,-0.03203191980382265,-0.05859519213791265,-0.13606439285633656,-0.2722481256730846,-0.615311811823397,0.21953773506130891,-0.6020765537984274,0.15823774640582755
IPSL-CM6A-LR-INCA,long,154.97222222222223,56.75,253.12200432090322,98.22222222222223,7.779075996141828e-05,128.94444444444446,0.46787451617542064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPSL-CM6A-LR-INCA,short,343.1111111111111,81.25,440.01070191807224,261.8611111111111,0.00010934248550458708,299.27777777777777,0.46787451617542064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KACE-1-0-G,long,153.4857142857143,39.0,69.32770227951191,114.48571428571428,3.704090108666859e-05,133.88571428571427,0.7400327357290766,,,0.016668260097503662,144.0,0.011617117561399937,149.0,,,,,,,2.574050188064575,211.0,0.39767634868621826,198.0,0.0017195668770000339,130.0,-0.07730283588171005,118.0,,,0.24763778528254368,0.06819815186126318,0.6492696423164418,0.14745425297057096,,,,,,,0.04454503631417296,-0.12489889447502818,0.0451124452343258,-0.07858263279467578,-0.5745290602058772,0.5800924528850553,0.25735037434786834,0.329467187700474
KACE-1-0-G,short,349.65714285714284,93.31428571428572,256.9514075811477,256.34285714285716,6.179044441223443e-05,295.2857142857143,0.7400327357290766,,,0.01736418902873993,334.0,0.011648658663034439,294.0,,,,,,,1.9218928813934326,230.0,-1.4988970756530762,230.0,-0.018623841926455498,285.0,-0.06534954905509949,305.0,,,0.694522330270811,0.2945711216907193,0.6111583595919821,0.3697617759296581,,,,,,,-0.5309702765870765,-0.25333190958058827,-0.7155836037138263,-0.032265617736903195,-0.7693049753200547,0.5570076334345918,0.5709247066086869,0.23985044150460325
KIOST-ESM,long,158.8235294117647,76.11764705882354,210.87372808281492,82.70588235294117,4.989613283696064e-05,116.8529411764706,0.4683326411596423,-0.11253779381513596,105.0,,,,,,,,,29.305892944335938,113.0,,,,,,,,,0.424525601582344,0.16684419022722657,,,,,,,,,0.08182878870408877,0.2831651625294355,,,,,,,,
KIOST-ESM,short,333.97058823529414,88.26470588235294,252.5446480464512,245.7058823529412,5.967294665050063e-05,299.8235294117647,0.4683326411596423,0.7062075138092041,289.0,,,,,,,,,28.667755126953125,313.0,,,,,,,,,0.7261688349124784,0.12782409147229837,,,,,,,,,0.3832212784550268,-0.03630579054867336,,,,,,,,
MIROC6,long,151.58928571428572,75.21428571428571,256.1021254138077,76.375,8.102908996728988e-05,120.23214285714286,0.4972056912504165,0.4321490526199341,131.0,0.01729663833975792,134.0,0.012933462858200073,135.0,340799.375,125.0,337299.1875,138.0,29.519208908081055,124.0,4.839250087738037,114.0,3.28706693649292,115.0,-0.006248634774237871,127.0,-0.016311338171362877,125.0,0.3484885230347756,-0.2183350802128309,0.3329536772746876,0.41519308384300213,0.5503694938435463,0.45354950746648937,,,,,0.3530750504837119,0.4034892543575789,0.1543134417341188,0.3926399569435381,0.01132825771074018,0.027420566585458182,-0.6802435948000825,0.6316917232452435,-0.6792074284432132,0.5929130197676992
MIROC6,short,328.4909090909091,57.41818181818182,177.3911401456892,271.07272727272726,6.161694979131095e-05,301.94545454545454,0.4972056912504165,-0.40162795782089233,316.0,0.016305197030305862,337.0,0.011058114469051361,297.0,339025.84375,330.0,332809.9375,290.0,28.00591278076172,326.0,4.657311916351318,309.0,2.780863046646118,311.0,0.017722738906741142,350.0,0.005459125153720379,305.0,0.4866414263483114,-0.028077288284404756,0.636665518851272,0.4886682250369123,0.6603619098906215,0.07804041343024823,,,,,0.5152427111620268,-0.22399034518770194,-0.2828526524310394,-0.09665488403118289,-0.15717066653975764,-0.11344160794943332,-0.36439298779935336,-0.19894328023081023,-0.7530196921210046,0.35650829949025253
MPI-ESM-1-2-HAM,long,164.9189189189189,72.45945945945945,139.8464960953747,92.45945945945945,3.96417786465168e-05,134.51351351351352,0.415845123813352,0.16899240016937256,97.0,0.011927520856261253,129.0,0.010698935948312283,136.0,332806.71875,128.0,333304.875,136.0,28.404130935668945,120.0,1.6669540405273438,107.0,0.7661148309707642,111.0,0.0047823647037148476,127.0,0.0095731345936656,127.0,0.19711313920697932,0.09186531929592823,0.7237573053166817,0.6876636409190929,0.6045873147287996,0.7054430158502716,0.5146469392790076,0.5517538437309759,0.4091935821189895,0.5198225949731264,0.13188338747014003,0.17013790435720083,0.5765049713494715,0.32177971231292213,0.08743981832243805,-0.002098468301169814,-0.6999447744353119,0.4860394031154789,-0.6012123469803847,0.3281516930319798
MPI-ESM-1-2-HAM,short,330.6363636363636,61.84848484848485,74.21837446729327,268.7878787878788,3.523855075675811e-05,298.0,0.415845123813352,-0.24417302012443542,322.0,0.011444542557001114,297.0,0.010390256531536579,290.0,330270.9375,290.0,330986.34375,288.0,27.14851951599121,334.0,2.5017077922821045,309.0,0.09473638981580734,294.0,0.009723284281790257,320.0,0.02107960171997547,313.0,0.40448610897934223,0.08985488645657305,0.6814853876093497,0.3257842387067668,0.6059568705059604,0.11443568007653113,0.5354230952797608,0.1002077478619483,0.5388738220553045,0.16936857031821856,0.5649729737736492,0.23809625233447065,0.1418781313252112,-0.06311281003276681,-0.1366056346148854,0.08540024150661601,-0.658031289452878,0.11671062297068903,-0.8202341536971179,-0.13318604704080844
MPI-ESM1-2-HR,long,149.1081081081081,60.939189189189186,74.89293565168371,88.16891891891892,2.9631430818979522e-05,121.24324324324324,0.45414978406983025,0.35461676120758057,123.0,0.013744405470788479,132.0,0.012461240403354168,137.0,,,,,29.759796142578125,120.0,1.3891960382461548,56.0,-2.9078495502471924,99.0,0.014104822650551796,226.0,0.006642397493124008,123.0,-0.15257184206793734,0.06009265326833613,0.8123136049181897,0.5603977268397456,0.5721607172644487,0.5130179966804109,,,,,0.18015144865250332,0.2780595079473998,0.2417935397969038,-0.03094272484081253,0.32736381247428226,0.0762563456610468,-0.3196781404963966,0.2704217826944155,-0.7993460386187161,0.46422771731054996
MPI-ESM1-2-HR,short,331.4662162162162,69.0,122.23128490612471,262.4662162162162,4.678061634114931e-05,293.5135135135135,0.45414978406983025,0.07681320607662201,292.0,0.013416258618235588,292.0,0.012164606712758541,290.0,,,,,28.210630416870117,332.0,-0.2819715440273285,291.0,-4.026431083679199,291.0,0.008039595559239388,313.0,0.0079269390553236,313.0,0.6204662026168261,0.20219279864225176,0.8413461904263637,0.2706761059458974,0.7127409557088524,0.2206864378507658,,,,,0.4147320879412416,-0.01552200943993954,-0.09890065047585711,-0.1598187352302977,-0.15961697911737938,0.08474439791516439,-0.5298427221320633,-0.10502711721626953,-0.7742485239681587,0.29097215512677704
MPI-ESM1-2-LR,long,149.5,55.56666666666667,59.24186029227008,93.93333333333334,2.8865807674568108e-05,123.6,0.4452083138776966,-0.036860205233097076,114.0,0.012477722018957138,139.0,0.01125429943203926,143.0,334944.875,138.0,335303.25,142.0,28.716812133789062,120.0,2.6230034828186035,95.0,0.020855169743299484,98.0,0.011757262982428074,136.0,0.008985553868114948,137.0,-0.09625655698970463,0.18317414975260943,0.7245844433477885,0.4991039842934244,0.5777726937814692,0.4333506064549922,0.31064912660347027,0.403975389707941,0.2230849583033275,0.33277388790013107,0.1508221450117787,0.2482996581211282,0.23597638776766458,0.11042749917131074,0.24367296928213902,0.0652160241563432,-0.5622896839379525,0.28056225666543955,-0.8883006634185665,0.5555512885044633
MPI-ESM1-2-LR,short,340.73333333333335,66.9,75.26427224757491,273.8333333333333,3.159366503192966e-05,303.5,0.4452083138776966,-0.4646967053413391,305.0,0.012025768868625164,315.0,0.010710797272622585,314.0,331491.5625,286.0,331972.28125,282.0,27.408527374267578,335.0,3.443635940551758,294.0,1.0553855895996094,295.0,0.010811309330165386,343.0,0.016986656934022903,313.0,0.4355410738109526,0.2982544379989407,0.7230091098309559,0.5905220858146487,0.6672746371503632,0.6103290009054241,0.6123889172630139,0.4066484355897193,0.530902027818316,0.4235969202829347,0.19367381320859944,0.4097189762165043,-0.13222264707503803,-0.1512603613264496,-0.1672264323976452,0.32928007756026967,-0.370001519381539,0.04814977717121169,-0.5812418185676994,0.13035633333725266
MRI-ESM2-0,long,160.54166666666666,59.802083333333336,220.34102409223806,100.73958333333333,7.210463566783194e-05,130.13541666666666,0.5185093508385847,0.6440757513046265,229.0,0.018567536026239395,133.0,0.012426645494997501,147.0,,,,,29.4425106048584,124.0,0.2016637623310089,118.0,-1.896431803703308,123.0,0.001958652166649699,134.0,-0.008577074855566025,134.0,0.03615000204293681,0.31074556185670826,0.5158952689960887,0.2820684743107891,0.650065974817403,0.14702729132419728,,,,,0.3767892190275381,0.4488170829084461,0.36844533940035046,-0.24248502728765992,0.2455077106558146,0.14360272031061458,-0.730309489148608,0.3261082205802307,-0.753452572122718,0.6146037786503175
MRI-ESM2-0,short,339.6559139784946,76.20430107526882,383.6066202367346,263.4516129032258,0.00011881292110007952,291.7956989247312,0.5185093508385847,1.4532692432403564,287.0,0.017928047105669975,310.0,0.01206743624061346,286.0,,,,,28.25422477722168,343.0,-0.25050434470176697,289.0,-2.016249418258667,288.0,-0.0038647609762847424,288.0,-0.027885431423783302,297.0,0.843018613273381,0.0012384795953814462,0.8104904866974854,0.25019022632548726,0.8459850867257668,0.35694428500821584,,,,,0.6908620480164835,0.07578330621378628,-0.12380805566102002,0.10062364043406279,0.1991501503617626,0.10317001247395545,-0.8263334346323822,0.27733245305387283,-0.9259403927200868,0.4827010901304155
NESM3,long,150.2325581395349,49.44186046511628,110.61802861887679,100.79069767441861,5.228334064372046e-05,126.04651162790698,0.5388220756482146,1.1181769371032715,110.0,0.013605971820652485,136.0,0.012268734164536,143.0,,,,,29.459524154663086,120.0,1.5603001117706299,151.0,0.9082638621330261,135.0,0.008862875401973724,129.0,-0.0005562420119531453,131.0,-0.0496457912095096,0.28809607002226434,0.49437312514164994,0.5058447750041322,0.17754430974622099,0.5339820885566604,,,,,-0.11746625088975322,0.10958875043786342,0.440028520312075,0.06449546384971182,0.1154809604165156,-0.05853964798216363,-0.4260111206460246,0.2328175516547406,-0.678880415725814,0.5617681571964833
NESM3,short,341.5813953488372,69.88372093023256,222.45527799194025,271.69767441860466,7.59904257794788e-05,306.69767441860466,0.5388220756482146,0.9638153314590454,275.0,0.013863416388630867,311.0,0.012122679501771927,310.0,,,,,27.98214340209961,328.0,1.288989782333374,322.0,-0.8141565322875977,320.0,0.0035672776866704226,313.0,-0.0036305314861238003,309.0,0.6178446606873986,0.030453758417168714,0.8230499258374747,0.7546623184356356,0.6937574672281839,0.6651413314533137,,,,,0.14279112530572846,-0.13389690108900762,-0.29658083092971765,0.3388564639985222,0.12068338360345798,0.01998713114745269,-0.42545884932326444,0.30597056766450115,-0.701794668502635,0.6017804140296991
NorCPM1,long,207.66666666666666,50.5,193.2432768662693,157.16666666666666,6.933811831307442e-05,180.16666666666666,0.7641864372010646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorCPM1,short,378.0,101.6,441.7405889136717,276.4,8.61535663716495e-05,337.8,0.7641864372010646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorESM2-LM,long,164.5,63.0,131.97761064035518,101.5,5.1460432985095395e-05,136.75,0.3724895448626493,-0.3378063440322876,149.0,0.01424850057810545,150.0,0.012238609604537487,151.0,,,,,29.71735954284668,130.0,3.0981953144073486,147.0,2.705580472946167,149.0,-0.004728327970951796,144.0,-0.0024400006514042616,145.0,0.06454628481903486,0.1904611988514641,0.6827574213501237,0.27760939648390887,0.6076311342718089,0.23310908503320027,,,,,0.2922978466149478,0.19502845052430673,0.009742328545332437,0.25077807914769884,-0.09987272520944958,0.0869263627962436,-0.6195781108469154,0.24380717215780706,-0.8157997078977273,0.3561579569549739
NorESM2-LM,short,352.0,75.0625,160.91157835058283,276.9375,5.649051450973275e-05,319.5625,0.3724895448626493,-1.1315487623214722,353.0,0.013246675953269005,303.0,0.01142044272273779,302.0,,,,,28.267189025878906,364.0,6.317727088928223,309.0,7.079357147216797,308.0,0.005777150858193636,308.0,0.007360354997217655,310.0,0.5537557551424703,0.07023590230509807,0.88902067664328,0.3645556523932325,0.8540339396383823,0.42448986578445297,,,,,0.3311749016557353,0.16351841330213893,-0.23837985467686784,0.055684357910169985,-0.2718374006210002,0.005659039774903238,-0.6912684065354373,0.005646540178532028,-0.9001771583578181,0.5066595554225685
NorESM2-MM,long,156.03809523809525,73.47619047619048,182.41662962339043,82.56190476190476,6.431159800697406e-05,122.3047619047619,0.3965130045012651,-0.3376551568508148,141.0,0.013706210069358349,135.0,0.01209802832454443,136.0,336419.46875,135.0,336248.375,135.0,29.46059799194336,126.0,3.6334877014160156,110.0,2.651641845703125,130.0,-0.015111157670617104,124.0,-0.017072025686502457,128.0,0.209772399124945,0.04036618814867473,0.7411089435429813,0.3824662683005071,0.6452036417159714,0.3506736015528615,0.6192785450752343,0.35369350667059624,0.551270852193139,0.3459684735782073,0.48156503508718035,0.14418251577231372,0.19529974708991638,0.21121928617408833,0.1937914470525104,-0.19145324333524924,-0.6223029355644082,0.2896309207952776,-0.7254536079034002,0.64388614575608
NorESM2-MM,short,332.51428571428573,56.08571428571429,131.50088151521882,276.42857142857144,5.1319446070660235e-05,305.3047619047619,0.3965130045012651,-1.1799362897872925,362.0,0.0124644311144948,306.0,0.011101031675934792,305.0,332295.5625,305.0,332732.875,305.0,27.756866455078125,364.0,4.426844596862793,324.0,2.9408857822418213,330.0,0.008034851402044296,325.0,0.005485943518579006,302.0,0.5744565651082336,-0.4777399624170919,0.8115775257967743,0.6402316932083487,0.7628714843461638,0.5851752915688764,0.7287133512270412,0.6540755838925684,0.6929849110556329,0.6215804999892889,0.5315490852349583,0.13929876414732653,0.19362812410055252,0.026128715807571652,0.153114841431521,-0.11846262592403055,-0.6536492255362948,-0.13804456384222408,-0.9233880151840927,0.38114873533316246
SAM0-UNICON,long,162.8,46.15,129.5883053141406,116.65,5.1391851466178194e-05,141.98,0.6913940222031739,0.3827170431613922,229.0,0.0158306322991848,137.0,0.011666719801723957,149.0,,,,,28.60989761352539,137.0,0.8074506521224976,128.0,1.8773616552352905,127.0,0.0034568007104098797,141.0,-0.00666696997359395,143.0,0.32943526358839603,0.1694265806352322,0.2321844564053077,0.3817086201027315,0.5224806386566413,0.48351306930432336,,,,,0.19175525611707195,0.509346052531513,0.07919273590993911,0.20213898954179607,-0.053413025975194775,-0.024547636667669005,-0.5484838315515621,0.00881999729083304,-0.7443203235979764,0.19048210060926773
SAM0-UNICON,short,350.340206185567,94.5360824742268,397.65435166202377,255.8041237113402,8.679629810131635e-05,313.9381443298969,0.6913940222031739,1.6618365049362183,282.0,0.015533083118498325,298.0,0.011248082853853703,284.0,,,,,28.02265167236328,333.0,-2.6483519077301025,306.0,-3.723694086074829,308.0,-0.016616497188806534,329.0,-0.03199256211519241,321.0,0.7097819178479085,-0.06414629975542013,0.6111132795518334,0.29848187375356117,0.8800146809603163,0.38441231406098914,,,,,0.7339422554684006,0.16062066383445028,-0.2907317431692056,-0.16766002900493596,-0.07608486263398183,-0.2445480336669002,-0.8422883664869752,0.010140051455652138,-0.8981341500910631,0.5581508690635761
TaiESM1,long,165.73033707865167,52.96629213483146,178.8279548405769,112.76404494382022,6.082486881210019e-05,137.82022471910113,0.6389298382677248,,,0.014765746891498566,145.0,0.012647658586502075,149.0,338577.53125,143.0,336981.875,145.0,,,2.627324104309082,130.0,0.021532973274588585,130.0,0.014379642903804779,197.0,0.0021489602513611317,138.0,,,0.6753539755775303,0.430787319474383,0.521817470369365,0.3021055461967279,0.49526625728708373,0.5059546087852685,0.3712741030808316,0.42358328781708593,,,0.03500794371333467,-0.21554980954242814,-0.004441344129744434,-0.04046033360392391,-0.22343938693133683,0.09462311907537962,-0.6823036523652668,0.284671113291691
TaiESM1,short,349.0112359550562,84.33707865168539,361.3850890268061,264.6741573033708,9.995618353733856e-05,309.75280898876406,0.6389298382677248,,,0.014237286522984505,299.0,0.011996295303106308,296.0,335944.34375,298.0,334654.40625,296.0,,,-3.0984699726104736,305.0,-6.481545925140381,295.0,-0.002218330977484584,336.0,-0.01819465681910515,317.0,,,0.8276607621261348,0.1643460968747183,0.7220012894755975,-0.35301465023140743,0.7037019256866561,-0.1397259646710977,0.5500839480462144,-0.2789021813459355,,,-0.03657136304628198,-0.18383226567946478,-0.1928304261264795,-0.07053320105288852,-0.8650194372817694,0.11303725041965194,-0.8603395728740176,0.24389376335584279
UKESM1-0-LL,long,157.93548387096774,56.806451612903224,127.91408200885078,101.12903225806451,4.452558671942567e-05,134.7741935483871,0.5134555358427362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKESM1-0-LL,short,337.7068965517241,82.3103448275862,215.39121140360672,255.39655172413794,6.993508059321364e-05,291.9655172413793,0.5134555358427362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obs,long,149.79368817710787,70.35138954309939,208.79225163742083,79.44229863400848,6.8104652129339724,115.49222797927462,0.42607606440005774,0.2919727861881256,112.0,0.014972985722124577,126.0,0.012653447687625885,130.0,338306.71875,127.0,337398.75,130.0,29.222726821899414,113.0,2.4065682888031006,116.0,0.6412071585655212,116.0,-0.003195471130311489,121.0,-0.014025900512933731,120.0,0.031187764343039222,0.3153737654673193,0.6808765386025546,0.4035287619730269,0.6009964573191158,0.6058964633271868,0.5468512686771546,0.3962335043974169,0.45364605647336653,0.48269945074012766,0.2334196137627107,0.09107970696473106,0.23583273752566508,-0.05742055214884502,0.26806214082134383,0.3384866803098245,-0.6305395434892822,0.7409218870142102,-0.6737500252417532,0.5776370192004733
obs,short,328.0933521923621,63.67703913248468,157.93255123831707,264.41631305987744,5.780777657597692,293.27581329561525,0.42607606440005774,-0.07105841487646103,300.0,0.013276741839945316,308.0,0.01110996026545763,299.0,333573.125,300.0,333097.59375,294.0,27.946260452270508,347.0,1.1716420650482178,332.0,-2.1675426959991455,338.0,0.009798874147236347,313.0,0.0031615353655070066,308.0,0.6973063344054496,0.2971496045574384,0.7869093391260406,0.3471613390287291,0.7082830369803284,0.28277076358197356,0.7137072656625739,0.21853943540826157,0.6450889617576212,0.06032458739770533,0.48465775605855504,0.021811971977759935,-0.5671965942302838,-0.13877386293725327,-0.26260979094790576,-0.08769422403763966,-0.7772063978040237,0.13620652994314805,-0.8729535295326264,0.18384784569395635
